"Label (Grouping)","Hawaii!!Estimate","Hawaii County, Hawaii!!Estimate","Honolulu County, Hawaii!!Estimate","Kauai County, Hawaii!!Estimate","Maui County, Hawaii!!Estimate"
"Total","1,392,313","189,191","976,372","68,434","158,226"
