"Label (Grouping)","Hawaii!!Estimate","Hawaii County, Hawaii!!Estimate","Honolulu County, Hawaii!!Estimate","Kauai County, Hawaii!!Estimate","Maui County, Hawaii!!Estimate"
"Total","1,363,621","185,406","955,775","67,226","155,170"
