"Label (Grouping)","Hawaii!!Estimate","Hawaii County, Hawaii!!Estimate","Honolulu County, Hawaii!!Estimate","Kauai County, Hawaii!!Estimate","Maui County, Hawaii!!Estimate"
"Total","1,441,553","202,906","1,000,890","73,454","164,268"
