"Label (Grouping)","Hawaii!!Estimate","Hawaii County, Hawaii!!Estimate","Honolulu County, Hawaii!!Estimate","Kauai County, Hawaii!!Estimate","Maui County, Hawaii!!Estimate"
"Total","1,374,810","186,738","963,607","67,701","156,693"
