"Label (Grouping)","Hawaii!!Estimate","Hawaii County, Hawaii!!Estimate","Honolulu County, Hawaii!!Estimate","Kauai County, Hawaii!!Estimate","Maui County, Hawaii!!Estimate"
"Total","1,415,872","201,513","974,563","72,293","167,488"
